task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
15	61/0b8d32	434805	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (10)	COMPLETED	0	2023-02-14 20:13:03.735	21.7s	21.5s	101.2%	1.2 GB	1.8 GB	92.1 MB	23.7 KB
18	ed/34a375	435372	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (13)	COMPLETED	0	2023-02-14 20:13:17.051	19.6s	19.5s	101.7%	909.6 MB	1.5 GB	92.3 MB	23.7 KB
16	8e/055208	435819	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (11)	COMPLETED	0	2023-02-14 20:13:25.400	20.2s	20.1s	100.8%	886 MB	1.5 GB	92.8 MB	23.8 KB
20	b6/736c3d	436358	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (15)	COMPLETED	0	2023-02-14 20:13:36.722	18.3s	18.2s	101.5%	940.7 MB	1.5 GB	93.1 MB	23.6 KB
19	9b/257e33	436801	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (14)	COMPLETED	0	2023-02-14 20:13:45.608	19s	18.9s	101.6%	907.5 MB	1.5 GB	93.8 MB	23.6 KB
17	30/0c13cf	437263	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (12)	COMPLETED	0	2023-02-14 20:13:55.086	19s	18.9s	101.0%	907.3 MB	1.5 GB	93 MB	23.6 KB
21	20/16a31d	437767	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (16)	COMPLETED	0	2023-02-14 20:14:04.598	18.6s	18.5s	101.5%	924.5 MB	1.5 GB	93.7 MB	23.6 KB
22	a6/215ec1	438220	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (17)	COMPLETED	0	2023-02-14 20:14:14.134	19.8s	19.8s	101.4%	894.7 MB	1.5 GB	92.7 MB	23.3 KB
23	22/e7a0e5	438723	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_SAMPLEWISE (18)	COMPLETED	0	2023-02-14 20:14:23.224	17.4s	17.3s	101.8%	1.1 GB	1.7 GB	92.1 MB	23.7 KB
25	44/84d264	439340	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_MERGE (2)	FAILED	1	2023-02-14 20:14:40.858	17.6s	17.5s	-	-	-	-	-
24	28/b34587	439343	DROP_DROP:DROP:ABERRANT_SPLICING:COUNTRNA_SPLITREADS_MERGE (1)	FAILED	1	2023-02-14 20:14:40.872	17.7s	17.7s	-	-	-	-	-
